DATA;ANO;MÊS;LOCAL;STATUS FABRICAÇÃO;CATEGORIA;MARCA;EMBALAGEM;TAMANHO;CÓDIGO;CONCAT;PRODUTO;NÚMERO DE CAMPANHA/MÊS;LEAD DE FABRICAÇÃO;CURVA ABC;COTA PR;CONSUMO/DIA;ESTOQUE SEGURANÇA (2 dias);PONTO DE REPOSIÇÃO;ESTOQUE MÁXIMO;LOTE DE PRODUÇÃO;ESTOQUE ATUAL;SUGESTÃO DE PRODUÇÃO;PRODUÇÃO DIA;PLANO PRODUÇÃO;KAMBAN ATUAL;COBERTURA ATUAL;COBERTURA PLANEJADA;KAMBAN FUTURO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;2LT;2600020017;RK042600020017;Furioso 2L;2;15;A;21.307;969;1.937;16.465;29.055;22.716;6.339;22.716;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;2LT;2600020013;RK042600020013;Furioso Melão 2L;2;15;;2.476;113;225;1.913;3.377;2.198;1.179;2.198;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;2LT;2600020020;RK042600020020;Furioso Tropical 2L;2;15;;2.141;97;195;1.655;2.920;2.028;892;2.028;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;2LT;2600020011;RK042600020011;Furioso Melancia 2L;2;15;A;4.367;198;397;3.374;5.955;4.656;1.299;4.656;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;2LT;2600020069;RK042600020069;Furioso Uva Verde e Pessego 2L;2;15;;2.452;111;223;1.895;3.344;2.177;1.167;2.177;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;BOMBADÃO;PET;2LT;2600020023;RK042600020023;Bombadão 2L;1;30;;280;13;25;407;573;456;117;456;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;2LT;2000010021;RK042000010021;Limão 2L;2;15;;2.002;91;182;1.547;2.730;2.134;596;2.134;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010012;RK042000010012;Guaraná 2L;2;15;A;6.892;313;627;5.326;9.398;6.117;3.281;6.117;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010080;RK042000010080;Guaraná Zero 2L;1;30;;1.383;63;126;2.012;2.829;2.253;576;2.253;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010096;RK042000010096;Tubaína Zero 2L;1;30;;840;38;76;1.222;1.719;1.469;250;1.469;0;;VERMELHO;7;7;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010029;RK042000010029;Tubaina 2L;2;15;A;4.410;200;401;3.408;6.014;3.915;2.099;3.915;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010007;RK042000010007;Framboesa 2L;1;30;;280;13;25;407;573;456;117;456;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;2LT;2000010032;RK042000010032;Uva 2L;2;15;;4.074;185;370;3.148;5.555;4.343;1.212;4.343;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;2LT;2000010017;RK042000010017;Laranja 2L;2;15;;3.910;178;355;3.021;5.332;3.471;1.861;3.471;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010005;RK042000010005;Refriko Cola 2L;2;15;;2.342;106;213;1.810;3.193;2.218;975;2.218;0;;VERMELHO;9;9;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;JUJUBA;PET;2LT;2000010023;RK042000010023;Tuba jujuba Tubaína 2L;2;15;;21.762;989;1.978;16.816;29.676;23.201;6.474;23.201;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;JUJUBA;PET;2LT;2000010074;RK042000010074;Tuba jujuba Laranja 2L;2;15;;3.529;160;321;2.727;4.812;3.132;1.680;3.132;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;TERNURA;PET;2LT;2000010035;RK042000010035;Ternura Tubaina 2L;1;30;;982;45;89;1.428;2.008;1.599;409;1.599;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;TERNURA;PET;2LT;2000010034;RK042000010034;Ternura Laranja 2L;1;30;;1.179;54;107;1.715;2.412;2.061;351;2.061;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRISHOW;PET;2LT;2000010033;RK042000010033;Refrishow Guaraná 2l;1;30;;150;7;14;218;307;235;71;235;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRISHOW;PET;2LT;2000010084;RK042000010084;Refrishow Laranja 2l;1;30;;280;13;25;407;573;456;117;456;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;REFRIKO;PET;250 ML;2600010080;RK042600010080;Tubaina 250ml BOLINHA;1;30;;100;5;9;145;205;175;30;175;0;;VERMELHO;7;7;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010019;RK042000010019;Limão 200ml;2;15;;3.824;174;348;2.955;5.215;3.395;1.820;3.395;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010008;RK042000010008;Guaraná 200ml;2;15;A;15.487;704;1.408;11.967;21.119;14.668;6.450;14.668;0;;AMARELO;9;9;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010081;RK042000010081;Guaraná Zero 200ml ;2;15;;1.935;88;176;1.496;2.639;2.063;576;2.063;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010024;RK042000010024;Tubaina 200ml;2;15;A;11.376;517;1.034;8.791;15.513;10.098;5.415;10.098;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010031;RK042000010031;Uva 200ml;2;15;;3.568;162;324;2.757;4.866;3.380;1.486;3.380;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010014;RK042000010014;Laranja 200ml;2;15;;13.000;591;1.182;10.045;17.727;13.859;3.867;13.859;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;RK04;FABRICA;REFRIGERNTE;REFRIKO;PET;200 ML;2000010002;RK042000010002;Refriko Cola 200ml;2;15;;3.701;168;336;2.859;5.046;3.285;1.761;3.285;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;MALDIVES;PET;250 ML;2600010003;RK042600010003;Água Tônica Maldives 250ml;1;30;;1.193;54;108;1.736;2.441;1.944;497;1.944;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020015;RK042600020015;Furioso 250ml;2;15;;15.264;694;1.388;11.795;20.814;16.273;4.541;16.273;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020009;RK042600020009;Furioso Melancia 250ml;2;15;;1.198;54;109;926;1.634;1.064;570;1.064;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020001;RK042600020001;Furioso Açaí 250ml;2;15;;1.107;50;101;855;1.509;1.048;461;1.048;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020002;RK042600020002;Furioso Uva Verde e Pessego 250ml;2;15;;658;30;60;509;897;702;196;702;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020005;RK042600020005;Furioso Melão 250ml;2;15;;1.161;53;106;897;1.584;1.031;553;1.031;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020018;RK042600020018;Furioso Tropical 250ml;2;15;;736;33;67;569;1.003;697;306;697;0;;VERMELHO;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020047;RK042600020047;Furioso Citrus 250ml;2;15;;584;27;53;451;797;623;174;623;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;QUENTE;NOCH;PET;270 ML;2600030094;RK042600030094;Noch Ice Limão 270ml       ;1;30;;1.896;86;172;2.757;3.878;2.975;902;2.975;0;;VERMELHO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;NOCH;PET;270 ML;2600030095;RK042600030095;Noch Ice Maracujá 270ml    ;1;30;;1.492;68;136;2.170;3.051;2.430;621;2.430;0;;AMARELO;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;NOCH;PET;270 ML;2600030096;RK042600030096;Noch Ice Melancia 270ml;1;30;;1.476;67;134;2.147;3.020;2.580;439;2.580;0;;AMARELO;7;7;VERDE
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010091;RK042600010091;Guarana 2,5L;1;30;;3.864;176;351;5.620;7.904;6.064;1.839;6.064;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010092;RK042600010092;Tubaina 2,5L;1;30;;4.285;195;390;6.233;8.765;6.980;1.785;6.980;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010090;RK042600010090;Cola 2,5L;1;30;;2.410;110;219;3.506;4.930;4.213;717;4.213;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;3 LT;2600010013;RK042600010013;Guarana 3L;1;30;;1.208;55;110;1.757;2.471;1.896;575;1.896;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;3 LT;2600010030;RK042600010030;Tubaina 3L;1;30;;1.030;47;94;1.498;2.106;1.677;429;1.677;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;3 LT;2600010006;RK042600010006;Cola 3L;1;30;;933;42;85;1.357;1.908;1.630;277;1.630;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010009;RK042000010009;Guaraná 500ml;1;30;;1.979;90;180;2.878;4.048;3.106;942;3.106;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010026;RK042000010026;Refriko Tubaína 500ml;1;30;;1.276;58;116;1.856;2.609;2.078;531;2.078;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010003;RK042000010003;Refriko Cola 500ml;1;30;;915;42;83;1.330;1.871;1.599;272;1.599;0;;AMARELO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010015;RK042000010015;Laranja 500ml;1;30;;998;45;91;1.451;2.041;1.566;475;1.566;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;PET;1 LT;2600020063;RK042600020063;Furioso 1L;1;30;;359;16;33;522;734;584;149;584;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020016;RK042600020016;Furioso 473ml;1;30;A;6.487;295;590;9.436;13.270;11.340;1.930;11.340;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020019;RK042600020019;Furioso Tropical 473ml;1;30;;1.107;50;101;1.610;2.264;1.737;527;1.737;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020012;RK042600020012;Furioso Melon 473ml;1;30;;1.899;86;173;2.761;3.883;3.093;791;3.093;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020010;RK042600020010;Furioso Melancia 473 ml;1;30;;1.270;58;115;1.847;2.598;2.220;378;2.220;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020068;RK042600020068;Furioso Uva Verde e Pessego 473ml;1;30;A;2.332;106;212;3.393;4.771;3.661;1.110;3.661;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020004;RK042600020004;Furioso Tangerina Zero 473 ml;1;30;A;5.230;238;475;7.607;10.698;8.519;2.178;8.519;0;;AMARELO;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020051;RK042600020051;Furioso Melancia Zero 473 ml;1;30;;2.155;98;196;3.135;4.408;3.767;641;3.767;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020050;RK042600020050;Furioso Zero 473ml;1;30;;2.606;118;237;3.790;5.330;4.090;1.240;4.090;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;473 ML;2600020094;RK042600020094;Furioso Ultra Zero 473 ml;1;30;;3.478;158;316;5.059;7.114;5.665;1.449;5.665;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020052;RK042600020052;Furioso Tradicional 269ml;1;30;;245;11;22;356;500;427;73;427;0;;AMARELO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020056;RK042600020056;Furioso Melon 269ml;1;30;;180;8;16;262;368;282;86;282;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020054;RK042600020054;Furioso Melancia 269ml;1;30;;307;14;28;446;628;500;128;500;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020055;RK042600020055;Furioso Melancia Zero 269ml;1;30;;138;6;13;201;283;242;41;242;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020057;RK042600020057;Furioso Tropical 269ml;1;30;;167;8;15;243;342;262;80;262;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020065;RK042600020065;Furioso Uva Verde e Pessego 269ml;1;30;;388;18;35;564;794;632;162;632;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;ENERGETICO;FURIOSO;LATA;269 ML;2600020053;RK042600020053;Furioso zero 269ml;1;30;;145;7;13;210;296;253;43;253;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010015;RK042600010015;Guarana 6x350ml;1;30;;991;45;90;1.441;2.027;1.555;472;1.555;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010032;RK042600010032;Tubaina 6x350ml;1;30;;757;34;69;1.101;1.548;1.233;315;1.233;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010020;RK042600010020;Laranja 6x350ml       ;1;30;;677;31;62;984;1.384;1.183;201;1.183;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010008;RK042600010008;Cola 6x350ml          ;1;30;;734;33;67;1.067;1.500;1.151;349;1.151;0;;VERMELHO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010079;RK042600010079;Uva 6x350ml          ;1;30;;488;22;44;710;998;795;203;795;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010027;RK042600010027;Tubaína 300 ml;2;15;A;2.152;98;196;1.663;2.934;2.294;640;2.294;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010002;RK042600010002;Tubaína Zero 300 ml  ;1;30;A;1.108;50;101;1.611;2.266;1.738;527;1.738;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010086;RK042600010086;Tubaína Retrô 355 ml;1;30;;1.120;51;102;1.629;2.291;1.824;466;1.824;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010012;RK042600010012;Guaraná 600ml;1;30;;100;5;9;145;205;175;30;175;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010029;RK042600010029;Refriko Tubaína 600ml;1;30;;150;7;14;218;307;235;71;235;0;;VERMELHO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010018;RK042600010018;Laranja 600ml;1;30;;280;13;25;407;573;456;117;456;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010022;RK042600010022;Limão 600ml;1;30;;100;5;9;145;205;175;30;175;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;NÃO FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;;RK04;Tubaína Funada 605ml;4;7,5;;150;7;14;65;153;82;71;;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;CAIDEIRA;PET;450 ML;2600110048;RK042600110048;Caideira 450ml;1;30;;4.766;217;433;6.933;9.749;7.764;1.985;7.764;0;;VERMELHO;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;CAWBOYS;LATA;350 ML;2600030150;RK042600030150;Coquetel Cowboys Pessego 350ml;1;30;;1.555;71;141;2.261;3.180;2.718;463;2.718;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;SOB PEDIDO;QUENTE;JAMES;VIDRO;900 ML;-;RK04-;James Cook Gin 900ml  - INTER;1;30;;990;45;90;1.440;2.025;1.554;471;1.554;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;SOB PEDIDO;QUENTE;JAMES;VIDRO;900 ML;-;RK04-;James Cook Vodka 900ml  - INTER;1;30;;1.120;51;102;1.629;2.291;1.820;471;1.820;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;JAMES;VIDRO;900 ML;2600130021;RK042600130021;James Cook Gin 900ml;1;30;;112;5;10;163;230;196;33;196;0;;VERMELHO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;JAMES;VIDRO;900 ML;2600120034;RK042600120034;James Cook Vodka 900ml;1;30;;163;7;15;237;333;255;77;255;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;BAMBOA;VIDRO;970 ML;2600120035;RK042600120035;Vodka Trad. 970ml;2;15;;15.039;684;1.367;11.621;20.508;14.244;6.264;14.244;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;MOEMA;LATA;269 ML;2000040012;RK042000040012;Moema 269 ml;1;30;;21.158;962;1.923;30.776;43.279;36.984;6.295;36.984;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;MOEMA;LATA;350 ML;2000040014;RK042000040014;Moema 350 ml;2;15;A;92.255;4.193;8.387;71.288;125.803;81.889;43.914;81.889;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;MOEMA;LATA;473 ML;2000040015;RK042000040015;Moema 473 ml;1;30;;70.810;3.219;6.437;102.997;144.839;115.347;29.493;115.347;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;BAMBOA;LATA;269 ML;2000040001;RK042000040001;Bamboa 269 ml;1;30;;204;9;19;297;418;357;61;357;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;BAMBOA;LATA;350 ML;2000040004;RK042000040004;Bamboa  350 ml;1;30;A;363;17;33;528;743;570;173;570;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;RK04;FABRICA;CERVEJA;BAMBOA;LATA;473 ML;2000040005;RK042000040005;Bamboa 473 ml;1;30;;478;22;43;695;977;778;199;778;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;RK04;SOB PEDIDO;QUENTE;B.ROMA;LATA;473 ML;2000030032;RK042000030032;Bella Roma 6X473 ml - INTER;1;30;;100;5;9;145;205;175;30;175;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;B.ROMA;LATA;473 ML;2000030002;RK042000030002;Bella Roma 6X473 ml;2;15;A;35.890;1.631;3.263;27.733;48.941;31.857;17.084;31.857;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;RK04;REVENDE;QUENTE;B.ROMA;LATA;269 ML;2000030001;RK042000030001;Bella Roma 6X265 ml;1;30;;1.342;61;122;1.953;2.746;2.187;559;2.187;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;RK04;SOB PEDIDO;QUENTE;B.ROMA;LATA;269 ML;2000030027;RK042000030027;Bella Roma 6X265 ml - INTER;1;30;;100;5;9;145;205;175;30;175;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;RK04;REVENDE;QUENTE;B.ROMA;VIDRO;600 ML;2000030003;RK042000030003;Bella Roma 6X600 ml;1;30;A;1.350;61;123;1.963;2.761;2.118;642;2.118;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;RK04;SOB PEDIDO;QUENTE;B.ROMA;VIDRO;600 ML;2000030025;RK042000030025;Bella Roma 6X600 ml - INTER;1;30;;7.832;356;712;11.392;16.020;12.758;3.262;12.758;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;RK04;DESCONTINUADA;CERVEJA;MOEMA;VIDRO;300 ML;2000040016;RK042000040016;Moema 300ml - RET;1;30;A;100;5;9;145;205;175;30;175;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;DESCONTINUADA;CERVEJA;MOEMA;VIDRO;300 ML;2100040015;RK042100040015;Moema 300ml  RET - IND;1;30;;150;7;14;218;307;235;71;235;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;CERVEJA;MOEMA;VIDRO;355 ML;2000040035;RK042000040035;Moema 355 ml;1;30;;280;13;25;407;573;456;117;456;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;CERVEJA;MOEMA;VIDRO;355 ML;2100040018;RK042100040018;Moema 355 ml - IND;1;30;;100;5;9;145;205;175;30;175;0;;VERDE;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;CERVEJA;BAMBOA;VIDRO;330 ML;2000040003;RK042000040003;Bamboa 330ml;1;30;;244;11;22;354;498;382;116;382;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;RK04;SOB PEDIDO;CERVEJA;BAMBOA;VIDRO;330 ML;2000040039;RK042000040039;Bamboa 330ml - INTER;1;30;;280;13;25;407;573;456;117;456;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;RK04;REVENDE;CERVEJA;MOEMA;VIDRO;600 ML;2000040017;RK042000040017;Moema 600ml - RET;1;30;;679;31;62;987;1.389;1.187;202;1.187;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;RK04;REVENDE;CERVEJA;MOEMA;VIDRO;600 ML;2000040018;RK042000040018;Moema 600ml - One Way;1;30;;552;25;50;802;1.128;866;263;866;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;500 ML;2300050002;RK042300050002;Hidratar S/G 500ML    ;2;15;A;39.606;1.800;3.601;30.605;54.008;37.512;16.496;37.512;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;500 ML;2300050001;RK042300050001;Hidratar C/G 500ML    ;2;15;A;61.705;2.805;5.610;47.681;84.144;65.786;18.357;65.786;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;1,5 LT;2300050004;RK042300050004;Hidratar S/G 1,5ML     ;1;30;;4.260;194;387;6.197;8.714;6.686;2.028;6.686;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;1,5 LT;2300050007;RK042300050007;Hidratar C/G 1,5ML     ;1;30;;2.431;110;221;3.535;4.972;3.959;1.012;3.959;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;COPO;200 ML;2300050012;RK042300050012;Hidratar S/G 200ML     ;1;30;;166;8;15;242;340;290;49;290;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050011;RK042300050011;Hidratar S/G 330ML     ;1;30;;211;10;19;308;433;332;101;332;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;RK04;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050010;RK042300050010;Hidratar C/G  330ML     ;1;30;;308;14;28;448;629;501;128;501;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;CM01;NÃO FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020017;CM012600020017;Furioso 2L;2;15;A;;0;0;0;0;0;0;0;0;;AMARELO;;;VERMELHO
