ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;QUANTIDADE;FORNECEDOR;CUSTO TOTAL (ATUAL);MÊS;ANO;MÊS/ANO;Unnamed: 12;Unnamed: 13
CE;40427720;CE40427720;FILME - ITEM 015;FILME;REFR/ENERG.;4330;PoliQuim Insumos;44812;DEZ;2023;12/2023;;
CE;22963476;CE22963476;ROTULO - ITEM 033;ROTULO;BOPP-PA;600645;PoliAgro Química;20392;DEZ;2023;12/2023;;
CE;94155486;CE94155486;ROTULO - ITEM 050;ROTULO;BOPP-PA;223079;PoliAgro Química;7574;DEZ;2023;12/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;85080;RotaVita Materiais;279.912,17;NOV;2023;11/2023;;
TO;9399568162;TO9399568162;VASILHAME - ITEM 001;VASILHAME;NORMAL;242526;SerraAgro Distribuidora;179.469,24;NOV;2023;11/2023;;
TO;9733836620;TO9733836620;VINHO - ITEM 001;VINHO;TANQUE;34252;RotaVita Materiais;143857;NOV;2023;11/2023;;
TO;9733836620;TO9733836620;VINHO - ITEM 001;VINHO;TANQUE;42776;RotaVita Materiais;179661;NOV;2023;11/2023;;
TO;9733836620;TO9733836620;VINHO - ITEM 001;VINHO;TANQUE;118422;RotaVita Materiais;497374;JUL;2023;07/2023;;
CE;28187222;CE28187222;CONCENT./KITs - ITEM 005;CONCENT./KITs;C.ENERGETICO;401;NorInsu S.A.;10738;NOV;2023;11/2023;;
CE;12165268;CE12165268;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;833;SerraNor Embalagens;137.214,81;NOV;2023;11/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;468619;AlfaPra Química;862.258,34;NOV;2023;11/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;594239;AlfaPra Química;1093399;NOV;2023;11/2023;;
TO;3633687648;TO3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;80;RotaVita Materiais;6.749,12;FEV;2024;02/2024;;
BA;3633687648;BA3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;71;VitaDelta S.A.;6209;JAN;2024;01/2024;;
CE;58828572;CE58828572;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;80;PrimaCerra Ind. e Com.;9121;JAN;2024;01/2024;;
BA;3633687648;BA3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;86;VitaDelta S.A.;7611;FEV;2024;02/2024;;
CE;58828572;CE58828572;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;68;PrimaCerra Ind. e Com.;7769;FEV;2024;02/2024;;
BA;5561863405;BA5561863405;ACID.E CONSERV. - ITEM 001;ACID.E CONSERV.;REF/ENER/ROM/DEL;29258;MineralFluxo Química;261.860,56;DEZ;2023;12/2023;;
TO;4179143074;TO4179143074;ACID.E CONSERV. - ITEM 002;ACID.E CONSERV.;BRUSK/TON/BEL;395;InsuVita S.A.;14014;DEZ;2023;12/2023;;
BA;7543413936;BA7543413936;AROMA - ITEM 033;AROMA;BRUSK LEMON;72;RotaVita Materiais;4770;DEZ;2023;12/2023;;
TO;3290357505;TO3290357505;AROMA - ITEM 007;AROMA;REFRIGERANTE;563;AgroUni Distribuidora;18.475,84;DEZ;2023;12/2023;;
BA;3290357505;BA3290357505;AROMA - ITEM 007;AROMA;REFRIGERANTE;2070;PrimaCerra Materiais;67.912,27;DEZ;2023;12/2023;;
TO;7403201917;TO7403201917;AROMA - ITEM 006;AROMA;ENERGÉTICO;143;QuimSul Ind. e Com.;21390;DEZ;2023;12/2023;;
BA;9077785457;BA9077785457;AROMA - ITEM 006;AROMA;ENERGÉTICO;123;QuimSul Ind. e Com.;18454;DEZ;2023;12/2023;;
BA;1302325708;BA1302325708;AROMA - ITEM 028;AROMA;BRUSK DEMAIS;71;AgroUni Distribuidora;4091;DEZ;2023;12/2023;;
BA;7674714732;BA7674714732;AROMA - ITEM 008;AROMA;BRUSK DEMAIS;25;InsuTera Materiais;1.332,02;DEZ;2023;12/2023;;
TO;4271745143;TO4271745143;AROMA - ITEM 002;AROMA;ENERGÉTICO;219;InsuTera Materiais;8.136,26;DEZ;2023;12/2023;;
BA;7179785575;BA7179785575;AROMA - ITEM 002;AROMA;ENERGÉTICO;241;InsuTera Materiais;8.959,34;DEZ;2023;12/2023;;
TO;6115937873;TO6115937873;AROMA - ITEM 003;AROMA;ENERGÉTICO;200;InsuTera Materiais;15181;DEZ;2023;12/2023;;
BA;7605548367;BA7605548367;AROMA - ITEM 003;AROMA;ENERGÉTICO;127;InsuTera Materiais;9.667,36;DEZ;2023;12/2023;;
BA;4124528771;BA4124528771;AROMA - ITEM 009;AROMA;REFRIGERANTE;462;PrimaCerra Materiais;22196;DEZ;2023;12/2023;;
TO;7428243143;TO7428243143;AROMA - ITEM 011;AROMA;ENERGÉTICO;62;InsuTera Materiais;2898;DEZ;2023;12/2023;;
BA;6744158662;BA6744158662;AROMA - ITEM 011;AROMA;ENERGÉTICO;37;InsuTera Materiais;1.701,85;DEZ;2023;12/2023;;
TO;4591838149;TO4591838149;AROMA - ITEM 012;AROMA;ENERGÉTICO;179;InsuTera Materiais;10554;DEZ;2023;12/2023;;
BA;1714655572;BA1714655572;AROMA - ITEM 017;AROMA;ENERGÉTICO;259;InsuTera Materiais;15.253,84;DEZ;2023;12/2023;;
TO;1271052865;TO1271052865;AROMA - ITEM 015;AROMA;VODKA;136;InsuTera Materiais;3516;DEZ;2023;12/2023;;
BA;5605518300;BA5605518300;AROMA - ITEM 016;AROMA;REFRIGERANTE;594;PrimaCerra Materiais;16645;DEZ;2023;12/2023;;
TO;3755354834;TO3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;888;PrimaSul S.A.;10744;DEZ;2023;12/2023;;
BA;3755354834;BA3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;1316;PrimaSul S.A.;15924;DEZ;2023;12/2023;;
BA;3251521657;BA3251521657;ACID.E CONSERV. - ITEM 005;ACID.E CONSERV.;ENERG/DELIRIO;1489;MineralFluxo Química;12326;DEZ;2023;12/2023;;
BA;3251521657;BA3251521657;ACID.E CONSERV. - ITEM 005;ACID.E CONSERV.;ENERG/DELIRIO;563;MineralFluxo Química;4663;DEZ;2023;12/2023;;
BA;6569436589;BA6569436589;AROMA - ITEM 034;AROMA;REFRIGERANTE;1063;PoliCorp Química;24184;DEZ;2023;12/2023;;
TO;6569436589;TO6569436589;AROMA - ITEM 034;AROMA;REFRIGERANTE;433;BraPrima S.A.;9851;DEZ;2023;12/2023;;
TO;8644797837;TO8644797837;CORANTE - ITEM 001;CORANTE;REFRIGERANTE;298;AgroUni Distribuidora;2234;DEZ;2023;12/2023;;
BA;8644797837;BA8644797837;CORANTE - ITEM 001;CORANTE;REFRIGERANTE;1082;PrimaCerra Materiais;8112;DEZ;2023;12/2023;;
BA;7279736766;BA7279736766;EMULSAO - ITEM 002;EMULSAO;XAROPARIA;465;SulPoli Insumos;15.241,94;DEZ;2023;12/2023;;
TO;6900471848;TO6900471848;AROMA - ITEM 024;AROMA;ENERG./DELÍR.;149;InsuTera Materiais;7.449,09;DEZ;2023;12/2023;;
BA;6900471848;BA6900471848;AROMA - ITEM 024;AROMA;ENERG./DELÍR.;337;InsuTera Materiais;16.809,91;DEZ;2023;12/2023;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;83295;SerraAgro Distribuidora;130.773,54;DEZ;2023;12/2023;;
TO;9646428942;TO9646428942;VASILHAME - ITEM 004;VASILHAME;NORMAL;27040;PrimaVega Materiais;14.871,98;DEZ;2023;12/2023;;
BA;4657003471;BA4657003471;PREFORMA - ITEM 026;PREFORMA;SODALINE 200ML;801791;MineralSerra Suprimentos;158.713,01;DEZ;2023;12/2023;;
BA;5237540617;BA5237540617;PREFORMA - ITEM 028;PREFORMA;SODALINE 200ML;1854210;RotaVita Materiais;367.037,25;DEZ;2023;12/2023;;
MG;2255902229;MG2255902229;PREFORMA - ITEM 007;PREFORMA;PET 500 PA;1899727;DeltaGlobal Group;420.466,50;DEZ;2023;12/2023;;
TO;1011087530;TO1011087530;PREFORMA - ITEM 002;PREFORMA;SODALINE 500ML;143318;DeltaGlobal Group;36.781,07;DEZ;2023;12/2023;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;1230852;MineralSerra Suprimentos;315.885,97;DEZ;2023;12/2023;;
BA;1725011106;BA1725011106;PREFORMA - ITEM 027;PREFORMA;MACIEZ LARANJA;153815;UniBra Materiais;68.447,77;DEZ;2023;12/2023;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;61904;MineralSerra Suprimentos;32.264,29;DEZ;2023;12/2023;;
TO;7132496567;TO7132496567;PREFORMA - ITEM 008;PREFORMA;SODALINE 2L;122163;DeltaGlobal Group;67.836,92;DEZ;2023;12/2023;;
BA;1950259256;BA1950259256;PREFORMA - ITEM 025;PREFORMA;SODASHOW;1282442;UniBra Materiais;570.686,60;DEZ;2023;12/2023;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;217923;MineralSerra Suprimentos;113.581,23;DEZ;2023;12/2023;;
TO;6179464321;TO6179464321;PREFORMA - ITEM 009;PREFORMA;SODALINE 2L;543740;DeltaGlobal Group;218.202,92;DEZ;2023;12/2023;;
TO;1239320711;TO1239320711;PREFORMA - ITEM 023;PREFORMA;SODALINE 3L;35688;DeltaGlobal Group;19.957,47;DEZ;2023;12/2023;;
MG;2120831140;MG2120831140;PREFORMA - ITEM 004;PREFORMA;ÁGUA 1,5L;148342;RotaVita Materiais;61.676,05;DEZ;2023;12/2023;;
TO;8705336562;TO8705336562;PREFORMA - ITEM 010;PREFORMA;TURBOX 2L;129031;DeltaGlobal Group;76.644,38;DEZ;2023;12/2023;;
BA;8705336562;BA8705336562;PREFORMA - ITEM 001;PREFORMA;TURBOX 2L;721809;MineralSerra Suprimentos;496.234,87;DEZ;2023;12/2023;;
BA;4944051438;BA4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;366;PrimaCerra Materiais;9162;DEZ;2023;12/2023;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;148;AgroUni Distribuidora;3707;DEZ;2023;12/2023;;
TO;9612113161;TO9612113161;CAIXA - ITEM 006;CAIXA;TUBAINA;31755;NorQuim Logística;62557;DEZ;2023;12/2023;;
BA;8591150602;BA8591150602;ACID.E CONSERV. - ITEM 006;ACID.E CONSERV.;REF/ENER/ROM/DEL;719;MineralFluxo Química;11298;DEZ;2023;12/2023;;
TO;6421208083;TO6421208083;SUCO - ITEM 004;SUCO;XAROPARIA;95;NorNor Group;1143;DEZ;2023;12/2023;;
BA;6421208083;BA6421208083;SUCO - ITEM 004;SUCO;XAROPARIA;1904;NorNor Group;22845;DEZ;2023;12/2023;;
TO;5599718164;TO5599718164;SUCO - ITEM 001;SUCO;XAROPARIA;109;NorNor Group;1310;DEZ;2023;12/2023;;
BA;5599718164;BA5599718164;SUCO - ITEM 001;SUCO;XAROPARIA;562;NorNor Group;6743;DEZ;2023;12/2023;;
TO;9444653705;TO9444653705;SUCO - ITEM 002;SUCO;XAROPARIA;29;NorNor Group;483,26;DEZ;2023;12/2023;;
BA;9444653705;BA9444653705;SUCO - ITEM 002;SUCO;XAROPARIA;90;NorNor Group;1.478,61;DEZ;2023;12/2023;;
BA;1062013914;BA1062013914;SUCO - ITEM 003;SUCO;XAROPARIA;1220;NorNor Group;15858;DEZ;2023;12/2023;;
BA;5488102393;BA5488102393;TAMPA - ITEM 003;TAMPA;PET;10584922;CorpVita S.A.;470500;DEZ;2023;12/2023;;
BA;5941735720;BA5941735720;TAMPA - ITEM 005;TAMPA;PET;708828;CorpVita S.A.;31.507,41;DEZ;2023;12/2023;;
BA;2765901449;BA2765901449;TAMPA - ITEM 010;TAMPA;PET;356927;CorpVita S.A.;15.865,42;DEZ;2023;12/2023;;
MG;8779765655;MG8779765655;TAMPA - ITEM 012;TAMPA;PET;1208681;MasterCoper Insumos;52.375,76;DEZ;2023;12/2023;;
BA;3210229858;BA3210229858;TAMPA - ITEM 008;TAMPA;PET;1206082;CorpVita S.A.;53.610,37;DEZ;2023;12/2023;;
TO;7721878701;TO7721878701;TERRA - ITEM 003;TERRA;CERVEJARIA;3.940,26;TeraFluxo Group;34.674,31;DEZ;2023;12/2023;;
TO;3778593226;TO3778593226;TERRA - ITEM 001;TERRA;CERVEJARIA;6418;TeraFluxo Group;56.475,42;DEZ;2023;12/2023;;
BA;6183508472;BA6183508472;TERRA - ITEM 002;TERRA;XAROPARIA;672;TeraFluxo Group;5.914,60;DEZ;2023;12/2023;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;152546;SerraAgro Distribuidora;134.240,33;DEZ;2023;12/2023;;
BA;2434613096;BA2434613096;AROMA - ITEM 032;AROMA;ENERGÉTICO;91;AgroUni Distribuidora;9814;DEZ;2023;12/2023;;
TO;6245732147;TO6245732147;VASILHAME - ITEM 007;VASILHAME;NORMAL;537826;SerraAgro Distribuidora;285048;DEZ;2023;12/2023;;
TO;6969981386;TO6969981386;TAMPA - ITEM 018;TAMPA;VIDRO NAC;1184934;GlobalCoper Insumos;58654;DEZ;2023;12/2023;;
TO;7570852954;TO7570852954;TAMPA - ITEM 013;TAMPA;VIDRO NAC;241805;GlobalCoper Insumos;11969;DEZ;2023;12/2023;;
TO;7558562528;TO7558562528;EDULCORANTE - ITEM 001;EDULCORANTE;XAROPARIA;45;MineralFluxo Química;1.294,41;JAN;2024;01/2024;;
BA;7558562528;BA7558562528;EDULCORANTE - ITEM 001;EDULCORANTE;XAROPARIA;116;MineralFluxo Química;3.312,65;JAN;2024;01/2024;;
TO;5561863405;TO5561863405;ACID.E CONSERV. - ITEM 001;ACID.E CONSERV.;REF/ENER/ROM/DEL;26971;MineralFluxo Química;241.386,23;JAN;2024;01/2024;;
TO;7135750694;TO7135750694;CERVEJARIA - ITEM 001;CERVEJARIA;OUTROS;2677;PrimaSul S.A.;27869;JAN;2024;01/2024;;
TO;2162695835;TO2162695835;AROMA - ITEM 014;AROMA;REFRIGERANTE;37;VitaCoper Distribuidora;6.129,44;JAN;2024;01/2024;;
BA;2162695835;BA2162695835;AROMA - ITEM 014;AROMA;REFRIGERANTE;141;VitaCoper Distribuidora;23.328,06;JAN;2024;01/2024;;
BA;3348883022;BA3348883022;EDULCORANTE - ITEM 002;EDULCORANTE;XAROPARIA;202;MineralFluxo Química;12369;JAN;2024;01/2024;;
TO;3755354834;TO3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;655;PrimaSul S.A.;7920;JAN;2024;01/2024;;
BA;3755354834;BA3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;1736;PrimaSul S.A.;21005;JAN;2024;01/2024;;
TO;2387303752;TO2387303752;SEPARADOR DE CAMADAS - ITEM 001;SEPARADOR DE CAMADAS;CHAPA;85798;CerraQuim Distribuidora;107247;JAN;2024;01/2024;;
TO;7805786051;TO7805786051;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;109;MineralFluxo Química;1547;JAN;2024;01/2024;;
BA;7805786051;BA7805786051;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;426;MineralFluxo Química;6047;JAN;2024;01/2024;;
TO;4104172614;TO4104172614;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;169,47;VitaCoper Distribuidora;351.965,31;JAN;2024;01/2024;;
BA;9375474154;BA9375474154;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;132,77;VitaCoper Distribuidora;271.486,65;JAN;2024;01/2024;;
TO;4406016487;TO4406016487;CORANTE - ITEM 004;CORANTE;DELIRIO;26;SulPoli Insumos;2248;JAN;2024;01/2024;;
BA;4406016487;BA4406016487;CORANTE - ITEM 004;CORANTE;REFRIGERANTE;88;PrimaCerra Materiais;7498;JAN;2024;01/2024;;
BA;3879005925;BA3879005925;CORANTE - ITEM 005;CORANTE;XAROPARIA;7;SulPoli Insumos;297,44;JAN;2024;01/2024;;
BA;4667453708;BA4667453708;CORANTE - ITEM 007;CORANTE;ENERGÉTICO;4;PrimaCerra Materiais;249;JAN;2024;01/2024;;
TO;3365966026;TO3365966026;CORANTE - ITEM 002;CORANTE;ENERGÉTICO;6;SulPoli Insumos;314;JAN;2024;01/2024;;
TO;8260012026;TO8260012026;EMULSAO - ITEM 001;EMULSAO;XAROPARIA;96,69;VitaCoper Distribuidora;37.178,55;JAN;2024;01/2024;;
TO;4121960134;TO4121960134;CERVEJARIA - ITEM 010;CERVEJARIA;OUTROS;127;VegaPoli S.A.;9722;JAN;2024;01/2024;;
TO;5025219607;TO5025219607;FILME - ITEM 002;FILME;STRETCH;6058;CerraTera Group;138428;JAN;2024;01/2024;;
BA;5025219607;BA5025219607;FILME - ITEM 002;FILME;STRETCH;5957;PoliQuim Insumos;119150;JAN;2024;01/2024;;
BA;1499791622;BA1499791622;FILME - ITEM 003;FILME;REFRI;3373;CerraTera Group;47553;JAN;2024;01/2024;;
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;7353;CoperPra Suprimentos;172802;JAN;2024;01/2024;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;8194;CerraTera Group;193169;JAN;2024;01/2024;;
MG;5134016405;MG5134016405;FILME - ITEM 024;FILME;AGUA 1,5L;1798;RotaVita Materiais;37756;JAN;2024;01/2024;;
TO;1083034549;TO1083034549;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;1576;BetaNor Logística;28451;JAN;2024;01/2024;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;2210;RotaVita Materiais;39886;JAN;2024;01/2024;;
TO;6531308999;TO6531308999;ROTULO - ITEM 097;ROTULO;ADESIVO;267191;MineralMaster Embalagens;13.613,37;JAN;2024;01/2024;;
BA;6117902775;BA6117902775;ROTULO - ITEM 014;ROTULO;SLEEVE;116778;MasterVita Ind. e Com.;5.921,81;JAN;2024;01/2024;;
BA;7367800641;BA7367800641;ROTULO - ITEM 021;ROTULO;BOPP;198720;SulUni Embalagens;7.054,57;JAN;2024;01/2024;;
BA;3410804057;BA3410804057;ROTULO - ITEM 026;ROTULO;SLEEVE;2425236;MasterVita Ind. e Com.;122.176,11;JAN;2024;01/2024;;
TO;4864823768;TO4864823768;ROTULO - ITEM 007;ROTULO;SLEEVE;205926;MasterVita Ind. e Com.;42462;JAN;2024;01/2024;;
BA;9920420468;BA9920420468;ROTULO - ITEM 030;ROTULO;SLEEVE;83607;MasterVita Ind. e Com.;4.211,87;JAN;2024;01/2024;;
BA;2703369965;BA2703369965;ROTULO - ITEM 006;ROTULO;SLEEVE;220920;MasterVita Ind. e Com.;11.129,29;JAN;2024;01/2024;;
BA;6834275560;BA6834275560;ROTULO - ITEM 008;ROTULO;SLEEVE;65165;MasterVita Ind. e Com.;3.282,81;JAN;2024;01/2024;;
BA;6540819507;BA6540819507;ROTULO - ITEM 040;ROTULO;SLEEVE;78227;MasterVita Ind. e Com.;3.940,82;JAN;2024;01/2024;;
TO;9932269310;TO9932269310;ROTULO - ITEM 013;ROTULO;SLEEVE;39578;MasterVita Ind. e Com.;8161;JAN;2024;01/2024;;
BA;4627700917;BA4627700917;ROTULO - ITEM 013;ROTULO;SLEEVE;39203;MasterVita Ind. e Com.;8084;JAN;2024;01/2024;;
BA;3961781759;BA3961781759;ROTULO - ITEM 016;ROTULO;SLEEVE;270898;MasterVita Ind. e Com.;55859;JAN;2024;01/2024;;
BA;5620554895;BA5620554895;ROTULO - ITEM 017;ROTULO;BOPP;445207;SulUni Embalagens;15.804,85;JAN;2024;01/2024;;
TO;4423040541;TO4423040541;ROTULO - ITEM 044;ROTULO;BOPP;432697;CerraInsu S.A.;15361;JAN;2024;01/2024;;
BA;4423040541;BA4423040541;ROTULO - ITEM 044;ROTULO;BOPP;526147;RotaVita Materiais;18.678,23;JAN;2024;01/2024;;
BA;5448607196;BA5448607196;ROTULO - ITEM 027;ROTULO;BOPP;331903;SulUni Embalagens;11783;JAN;2024;01/2024;;
BA;5850122822;BA5850122822;ROTULO - ITEM 057;ROTULO;BOPP;457716;SulUni Embalagens;16249;JAN;2024;01/2024;;
BA;8901125157;BA8901125157;ROTULO - ITEM 031;ROTULO;BOPP;338388;SulUni Embalagens;12013;JAN;2024;01/2024;;
TO;3849807304;TO3849807304;EDULCORANTE - ITEM 005;EDULCORANTE;XAROPARIA;61;PrimaSul S.A.;1.810,65;JAN;2024;01/2024;;
BA;3849807304;BA3849807304;EDULCORANTE - ITEM 005;EDULCORANTE;XAROPARIA;326;PrimaSul S.A.;9.651,70;JAN;2024;01/2024;;
TO;4351776874;TO4351776874;FILME - ITEM 019;FILME;PET 500;969;CerraTera Group;20341;JAN;2024;01/2024;;
TO;7955043974;TO7955043974;FILME - ITEM 001;FILME;VIDRO;2638;CerraTera Group;55391;JAN;2024;01/2024;;
TO;9181906377;TO9181906377;FILME - ITEM 015;FILME;REFR/ENERG.;4488;CerraTera Group;105466;JAN;2024;01/2024;;
TO;5543383990;TO5543383990;FILME - ITEM 010;FILME;SERRARIA;7609;CoperPra Suprimentos;239744;JAN;2024;01/2024;;
TO;3633687648;TO3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;54;PrimaCerra Ind. e Com.;4524;JAN;2024;01/2024;;
BA;8432934899;BA8432934899;ROTULO - ITEM 104;ROTULO;SLEEVE;84881;MasterVita Ind. e Com.;17883;JAN;2024;01/2024;;
TO;3755354834;TO3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;647;PrimaSul S.A.;7827;FEV;2024;02/2024;;
BA;3755354834;BA3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;1516;PrimaSul S.A.;18349;FEV;2024;02/2024;;
CE;37581478;CE37581478;ACID.E CONSERV. - ITEM 001;ACID.E CONSERV.;REF/ENER/ROM/DEL;27222;MineralFluxo Química;274939;DEZ;2023;12/2023;;
CE;16956314;CE16956314;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;602994;TeraMineral Suprimentos;1373572;DEZ;2023;12/2023;;
CE;48430590;CE48430590;AROMA - ITEM 004;AROMA;REFRIGERANTE;38,52;InsuTera Materiais;2.991,54;DEZ;2023;12/2023;;
CE;72492170;CE72492170;EMULSAO - ITEM 002;EMULSAO;XAROPARIA;361;AgroUni Distribuidora;12983;DEZ;2023;12/2023;;
CE;93708396;CE93708396;AROMA - ITEM 016;AROMA;REFRIGERANTE;799;AgroUni Distribuidora;18784;DEZ;2023;12/2023;;
CE;17709131;CE17709131;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;847;PrimaSul S.A.;8764;DEZ;2023;12/2023;;
CE;89510054;CE89510054;PREFORMA - ITEM 016;PREFORMA;PET 2L PA;584028;UniBra Materiais;286.173,70;DEZ;2023;12/2023;;
CE;75986584;CE75986584;PREFORMA - ITEM 017;PREFORMA;PET 2,5L PA;194177;UniBra Materiais;96.700,12;DEZ;2023;12/2023;;
CE;71957348;CE71957348;PREFORMA - ITEM 018;PREFORMA;PET 2,5L PA;154116;UniBra Materiais;76.749,60;DEZ;2023;12/2023;;
CE;43231967;CE43231967;SUCO - ITEM 004;SUCO;XAROPARIA;1580;NorNor Group;18174;DEZ;2023;12/2023;;
CE;94073742;CE94073742;SUCO - ITEM 001;SUCO;XAROPARIA;646;NorNor Group;6788;DEZ;2023;12/2023;;
CE;89603085;CE89603085;SUCO - ITEM 003;SUCO;XAROPARIA;620;NorNor Group;6507;DEZ;2023;12/2023;;
CE;68470265;CE68470265;TAMPA - ITEM 005;TAMPA;PET;492775;SulPoli Materiais;22.997,83;DEZ;2023;12/2023;;
CE;53245155;CE53245155;TAMPA - ITEM 010;TAMPA;PET;270900;SulPoli Materiais;12.642,91;DEZ;2023;12/2023;;
CE;86049642;CE86049642;TAMPA - ITEM 011;TAMPA;PET;686111;SulPoli Materiais;32.020,82;DEZ;2023;12/2023;;
CE;16176675;CE16176675;TERRA - ITEM 004;TERRA;XAROPARIA;1.611,74;RotaVita Materiais;13.329,07;DEZ;2023;12/2023;;
CE;76447266;CE76447266;EDULCORANTE - ITEM 001;EDULCORANTE;XAROPARIA;72;MineralFluxo Química;2497;JAN;2024;01/2024;;
CE;25086172;CE25086172;AROMA - ITEM 031;AROMA;REFRIGERANTE;719;VitaCoper Distribuidora;86417;JAN;2024;01/2024;;
CE;35736073;CE35736073;AROMA - ITEM 014;AROMA;REFRIGERANTE;210;VitaCoper Distribuidora;33.056,50;JAN;2024;01/2024;;
CE;93761253;CE93761253;EDULCORANTE - ITEM 002;EDULCORANTE;XAROPARIA;347;MineralFluxo Química;24399;JAN;2024;01/2024;;
CE;17709131;CE17709131;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;772;RotaVita Materiais;7988;JAN;2024;01/2024;;
CE;17844317;CE17844317;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;579;MineralFluxo Química;11496;JAN;2024;01/2024;;
CE;12165268;CE12165268;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;502;SerraNor Embalagens;82.771,18;JAN;2024;01/2024;;
CE;46751272;CE46751272;CONCENT./KITs - ITEM 002;CONCENT./KITs;KIT COLA;2398;BetaAgro do Brasil;53690;JAN;2024;01/2024;;
CE;28187222;CE28187222;CONCENT./KITs - ITEM 005;CONCENT./KITs;C.ENERGETICO;188;NorInsu S.A.;5037;JAN;2024;01/2024;;
CE;22963476;CE22963476;ROTULO - ITEM 033;ROTULO;BOPP-PA;238360;PoliAgro Química;8092;JAN;2024;01/2024;;
CE;22292579;CE22292579;ROTULO - ITEM 048;ROTULO;BOPP-PA;499291;PoliAgro Química;20785;JAN;2024;01/2024;;
CE;18022232;CE18022232;ROTULO - ITEM 051;ROTULO;BOPP-PA;288885;PoliAgro Química;1704;JAN;2024;01/2024;;
CE;55650543;CE55650543;ROTULO - ITEM 052;ROTULO;BOPP-PA;179930;PoliAgro Química;7490;JAN;2024;01/2024;;
CE;24129432;CE24129432;ROTULO - ITEM 054;ROTULO;BOPP-PA;277182;PoliAgro Química;9410;JAN;2024;01/2024;;
CE;24456533;CE24456533;ROTULO - ITEM 055;ROTULO;BOPP-PA;135467;PoliAgro Química;799;JAN;2024;01/2024;;
CE;58896178;CE58896178;ROTULO - ITEM 060;ROTULO;BOPP-PA;190368;PoliAgro Química;6463;JAN;2024;01/2024;;
CE;17613420;CE17613420;ROTULO - ITEM 065;ROTULO;BOPP-PA;407363;PoliAgro Química;2403;JAN;2024;01/2024;;
CE;17709131;CE17709131;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;758;PrimaSul S.A.;7845;FEV;2024;02/2024;;
CE;24965407;CE24965407;FILME - ITEM 002;FILME;STRETCH;5407;BraPrima Ltda;52.986,36;FEV;2024;02/2024;;
CE;15493033;CE15493033;FILME - ITEM 021;FILME;REFRI;14977;BraPrima Ltda;155012;FEV;2024;02/2024;;
